"initial data","nodes number","precision"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","12","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","15","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","18","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
"A","21","1.0"
